id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
6604,01MA,heliport,Compaq Andover Heliport,42.625099182128906,-71.18009948730469,140,NA,US,US-MA,Andover,no,,,01MA,01MA,,,
6660,02MA,heliport,Cuttyhunk Heliport,41.419601,-70.927002,9,NA,US,US-MA,Cuttyhunk,no,,,02MA,02MA,,,
6717,03MA,small_airport,Hadley Airport,42.393431,-72.551553,150,NA,US,US-MA,Hadley,no,,,03MA,03MA,,,
6773,04MA,small_airport,Goddard Field,42.810908,-71.140959,200,NA,US,US-MA,Haverhill,no,,,04MA,04MA,,,
6831,05MA,heliport,Bentley Heliport,42.691200256347656,-70.91230010986328,80,NA,US,US-MA,Ipswich,no,,,05MA,05MA,,,
6883,06MA,heliport,The Barn Heliport,42.69060134887695,-71.60900115966797,210,NA,US,US-MA,Pepperell,no,,,06MA,06MA,,,
6937,07MA,heliport,West Pond Heliport,41.91699981689453,-70.70950317382812,149,NA,US,US-MA,Plymouth,no,,,07MA,07MA,,,
6986,08MA,small_airport,Wormid Airport,42.29399871826172,-71.49620056152344,360,NA,US,US-MA,Southborough,no,,,08MA,08MA,,,
7037,09MA,small_airport,Kallander Field,42.304298400878906,-71.50589752197266,403,NA,US,US-MA,Southborough,no,,,09MA,09MA,,,
7302,0MA1,heliport,Massachusetts General Hospital Heliport,42.363656,-71.069142,214,NA,US,US-MA,Boston,no,,,0MA1,0MA1,,,
7303,0MA2,heliport,Healthalliance Hospital-Leominster Heliport,42.54090118408203,-71.76280212402344,450,NA,US,US-MA,Leominster,no,,,0MA2,0MA2,,,
7304,0MA3,heliport,Reh Heliport,41.786224,-71.231437,100,NA,US,US-MA,Rehoboth,no,,,0MA3,0MA3,,,
7305,0MA4,heliport,Boston Medical Center Hospital Heliport,42.333804,-71.071352,19,NA,US,US-MA,Boston,no,,,0MA4,0MA4,,,
7306,0MA5,heliport,Brockton Usar Center Heliport,42.05590057373047,-71.05590057373047,85,NA,US,US-MA,Brockton,no,,,0MA5,0MA5,,,
7307,0MA6,heliport,Wbz Heliport,42.3651008605957,-71.13259887695312,9,NA,US,US-MA,Boston,no,,,0MA6,0MA6,,,
7309,0MA9,heliport,Lleia Kyle O'Meara Heliport,42.50310134887695,-71.90840148925781,1230,NA,US,US-MA,Westminster,no,,,0MA9,0MA9,,,
7671,10MA,seaplane_base,Beaver Lake Seaplane Base,42.26259994506836,-72.30699920654297,384,NA,US,US-MA,Ware,no,,,10MA,10MA,,,
7722,11MA,small_airport,Bulljump Airport,41.80730056762695,-70.7583999633789,60,NA,US,US-MA,Wareham,no,,,11MA,11MA,,,
7773,12MA,heliport,Mellen Street Heliport,42.20709991455078,-71.44270324707031,275,NA,US,US-MA,Holliston,no,,,12MA,12MA,,,
7946,15MA,small_airport,Canapitsit Airport,41.42251,-70.909295,10,NA,US,US-MA,Gosnold,no,,,15MA,15MA,,,
7999,16MA,heliport,Lawrence General Hospital Heliport,42.709800720214844,-71.15059661865234,60,NA,US,US-MA,Lawrence,no,,,16MA,16MA,,,
8048,17MA,heliport,Long Hill Heliport,42.504798889160156,-71.77839660644531,630,NA,US,US-MA,Leominster,no,,,17MA,17MA,,,
8101,18MA,heliport,Holy Family Hospital Heliport,42.72779846191406,-71.16829681396484,202,NA,US,US-MA,Methuen,no,,,18MA,18MA,,,
8145,19MA,heliport,Waine Heliport,41.285099029541016,-70.14969635009766,80,NA,US,US-MA,Nantucket,no,,,19MA,19MA,,,
8429,1M8,small_airport,Myricks Airport,41.8391,-71.026497,71,NA,US,US-MA,Berkley,no,,,1M8,1M8,,https://en.wikipedia.org/wiki/Myricks_Airport,
8430,1MA0,heliport,Beth Israel Deaconess Hospital Plymouth Heliport,41.940135,-70.6472,122,NA,US,US-MA,Plymouth,no,,,1MA0,1MA0,,,Jordan Hospital Heliport
8431,1MA1,heliport,Deaconess Nashoba Hospital Heliport,42.576499938964844,-71.5739974975586,308,NA,US,US-MA,Ayer,no,,,1MA1,1MA1,,,
8432,1MA2,heliport,UMASS Memorial Medical Center-Univ Campus Heliport,42.2750015259,-71.7600021362,417,NA,US,US-MA,Worcester,no,,,1MA2,1MA2,,,
8433,1MA4,heliport,Wang Heliport,42.60929870605469,-71.32170104980469,104,NA,US,US-MA,Lowell,no,,,1MA4,1MA4,,,
8434,1MA5,small_airport,Unknown Field,42.27899932861328,-71.54779815673828,432,NA,US,US-MA,Southborough,no,,,1MA5,1MA5,,,
8435,1MA6,heliport,Micron Heliport,42.067901611328125,-72.74449920654297,245,NA,US,US-MA,Southwick,no,,,1MA6,1MA6,,,
8436,1MA7,heliport,Long Hill Orchard Heliport,42.4734001159668,-70.97889709472656,120,NA,US,US-MA,West Newbury,no,,,1MA7,1MA7,,,
8437,1MA8,heliport,Horizon Hill Heliport,42.419656,-71.309323,336,NA,US,US-MA,Lincoln,no,,,1MA8,1MA8,,,
8438,1MA9,heliport,Morton Hospital Heliport,41.90589904785156,-71.09420013427734,50,NA,US,US-MA,Taunton,no,,,1MA9,1MA9,,,
8797,20MA,heliport,WCVB-TV Heliport,42.304154,-71.227058,157,NA,US,US-MA,Needham,no,,,20MA,20MA,,,
8843,21MA,heliport,Advance Materials Corp Heliport,42.45539855957031,-73.20230102539062,1000,NA,US,US-MA,Pittsfield,no,,,21MA,21MA,,,
8896,22MA,heliport,Poole's Heliport,42.636199951171875,-70.61869812011719,45,NA,US,US-MA,Rockport,no,,,22MA,22MA,,,
8951,23MA,heliport,Westford Regency Heliport,42.5630989074707,-71.431396484375,255,NA,US,US-MA,Westford,no,,,23MA,23MA,,,
9009,24MA,heliport,Barre-Bassett Heliport,42.4359016418457,-72.0967025756836,900,NA,US,US-MA,Barre,no,,,24MA,24MA,,,
9061,25MA,heliport,High School Heliport,42.20560073852539,-71.44139862060547,265,NA,US,US-MA,Holliston,no,,,25MA,25MA,,,
9109,26MA,small_airport,Pepperell Airport,42.69620132446289,-71.55010223388672,176,NA,US,US-MA,Pepperell,no,,,26MA,26MA,,,
9158,27MA,seaplane_base,Wamsetto Seaplane Base,41.82059860229492,-71.11470031738281,,NA,US,US-MA,Berkley,no,,,27MA,27MA,,,
9207,28M,small_airport,Cranland Airport,42.025101,-70.838097,71,NA,US,US-MA,Hanson,no,,,28M,28M,,https://en.wikipedia.org/wiki/Cranland_Airport,
9208,28MA,small_airport,Cannizzaro Field,42.078238,-72.818792,250,NA,US,US-MA,Southwick,no,,,28MA,28MA,,,
9256,29MA,heliport,Laminated Heliport,42.201499938964844,-72.59809875488281,135,NA,US,US-MA,Holyoke,no,,,29MA,29MA,,,
9327,2B1,small_airport,Cape Cod Airport,41.685299,-70.402298,103,NA,US,US-MA,Marston Mills,no,,,2B1,2B1,,https://en.wikipedia.org/wiki/Cape_Cod_Airfield,
9328,2B2,small_airport,Plum Island Airport,42.795898,-70.841202,11,NA,US,US-MA,Newburyport,no,,,2B2,2B2,,https://en.wikipedia.org/wiki/Plum_Island_Airport,
9531,2MA2,heliport,Digital Heliport,42.326499938964844,-71.40950012207031,450,NA,US,US-MA,Hudson,no,,,2MA2,2MA2,,,
9532,2MA3,heliport,Rider Heliport,42.66429901123047,-70.83979797363281,40,NA,US,US-MA,Ipswich,no,,,2MA3,2MA3,,,
9533,2MA4,heliport,Compaq Littleton Heliport,42.54930114746094,-71.47260284423828,300,NA,US,US-MA,Littleton,no,,,2MA4,2MA4,,,
9534,2MA5,heliport,Compaq Powdermill Road Heliport,42.42789840698242,-71.45760345458984,175,NA,US,US-MA,Maynard,no,,,2MA5,2MA5,,,
9535,2MA6,seaplane_base,Flynns Noquochoke Seaplane Base,41.59360122680664,-71.06529998779297,,NA,US,US-MA,Westport,no,,,2MA6,2MA6,,,
9536,2MA7,seaplane_base,Falls Pond Seaplane Base,41.95840072631836,-71.32640075683594,175,NA,US,US-MA,North Attleborough,no,,,2MA7,2MA7,,,
9537,2MA8,heliport,Compaq Stow Heliport,42.43090057373047,-71.54170227050781,250,NA,US,US-MA,Stow,no,,,2MA8,2MA8,,,
9538,2MA9,heliport,Digital Heliport,42.63930130004883,-71.22450256347656,130,NA,US,US-MA,Tewksbury,no,,,2MA9,2MA9,,,
9928,30MA,heliport,Clinton Hospital Heliport,42.42789840698242,-71.69280242919922,368,NA,US,US-MA,Clinton,no,,,30MA,30MA,,,
9969,31MA,small_airport,Norm's Field,42.26242,-72.409308,460,NA,US,US-MA,Belchertown,no,,,31MA,31MA,,,
10009,32MA,heliport,Berkshire Medical Center Heliport,42.708035,-73.110328,855,NA,US,US-MA,North Adams,no,,,32MA,32MA,,,North Adams Regional Hospital
10054,33MA,heliport,Seagate Heliport,42.55979919433594,-70.77230072021484,40,NA,US,US-MA,Manchester,no,,,33MA,33MA,,,
10099,34MA,heliport,Crowhurst Heliport,42.57630157470703,-70.73889923095703,70,NA,US,US-MA,Manchester-By-The Sea,no,,,34MA,34MA,,,
10148,35MA,heliport,Idlewide Heliport,42.55799865722656,-70.8125991821289,25,NA,US,US-MA,Beverly,no,,,35MA,35MA,,,
322293,36MA,heliport,Beth Israel Deaconess Medical Center Heliport,42.338161,-71.109107,161,NA,US,US-MA,Boston,no,,,36MA,36MA,,,
45471,37MA,heliport,Hanson Heliport,42.122778,-72.423611,400,NA,US,US-MA,Wilbraham,no,,,37MA,37MA,,,
18674,3B3,small_airport,Sterling Airport,42.4259,-71.7929,459,NA,US,US-MA,Sterling,no,,,3B3,3B3,,https://en.wikipedia.org/wiki/Sterling_Airport,
10582,3MA0,heliport,Compaq Woburn Heliport,42.50979995727539,-71.13639831542969,80,NA,US,US-MA,Woburn,no,,,3MA0,3MA0,,,
10583,3MA1,heliport,Marlborough Hospital Heliport,42.356201171875,-71.55509948730469,520,NA,US,US-MA,Marlborough,no,,,3MA1,3MA1,,,
10584,3MA2,small_airport,Baines Airport,42.316200256347656,-73.03199768066406,1160,NA,US,US-MA,Middlefield,no,,,3MA2,3MA2,,,
10585,3MA3,heliport,Seapuit Heliport,41.61149978637695,-70.41529846191406,20,NA,US,US-MA,Barnstable,no,,,3MA3,3MA3,,,
10586,3MA4,heliport,North Chatham Heliport,41.71480178833008,-69.96610260009766,10,NA,US,US-MA,Chatham,no,,,3MA4,3MA4,,,
10587,3MA5,small_airport,Westport Airport,41.543201,-71.035301,80,NA,US,US-MA,Westport,no,,,3MA5,3MA5,,,
10588,3MA6,heliport,Happy Heliport,41.58369827270508,-71.04060363769531,127,NA,US,US-MA,Dartmouth,no,,,3MA6,3MA6,,,
10590,3MA8,heliport,Sadler Hill Heliport,42.62229919433594,-70.65229797363281,125,NA,US,US-MA,Gloucester,no,,,3MA8,3MA8,,,
10591,3MA9,heliport,Marston Mills Heliport,41.64039993286133,-70.40779876708984,10,NA,US,US-MA,Marston Mills,no,,,3MA9,3MA9,,,
347511,40MA,heliport,Lowell General Hospital Heliport,42.648141,-71.34294,143,NA,US,US-MA,Lowell,no,,,40MA,40MA,,,
45470,41MA,heliport,Haney Heliport,41.590556,-70.474963,22,NA,US,US-MA,Mashpee,no,,,41MA,41MA,,,
11000,42MA,heliport,Worcester Medical Center Heliport,42.25429916381836,-71.79769897460938,469,NA,US,US-MA,Worcester,no,,,42MA,42MA,,,
11207,47MA,heliport,Devon Glen Heliport,42.6234016418457,-70.86620330810547,100,NA,US,US-MA,Hamilton,no,,,47MA,47MA,,,
11526,4MA0,heliport,Burke Heliport,42.233011,-71.358601,240,NA,US,US-MA,Sherborn,no,,,4MA0,4MA0,,,
11527,4MA1,heliport,Bangs Heliport,41.777000427246094,-70.68810272216797,30,NA,US,US-MA,Wareham,no,,,4MA1,4MA1,,,
11528,4MA2,heliport,Dow Jones Heliport,42.162899017333984,-72.55039978027344,200,NA,US,US-MA,Chicopee,no,,,4MA2,4MA2,,,
11529,4MA3,heliport,Millbury Savings/West Heliport,42.19179916381836,-71.76950073242188,393,NA,US,US-MA,Millbury,no,,,4MA3,4MA3,,,
11530,4MA4,heliport,J K L Heliport,41.621485,-71.014225,30,NA,US,US-MA,New Bedford,no,,,4MA4,4MA4,,,
11531,4MA5,heliport,World Trade Center Heliport,42.349300384521484,-71.043701171875,15,NA,US,US-MA,Boston,no,,,4MA5,4MA5,,,
11532,4MA6,heliport,Pleasant Beach Heliport,42.26258,-70.81278,20,NA,US,US-MA,Cohasset,no,,,4MA6,4MA6,,,
11533,4MA7,heliport,Ahearn Heliport,42.19150161743164,-72.45010375976562,280,NA,US,US-MA,Ludlow,no,,,4MA7,4MA7,,,
11534,4MA8,heliport,Pg Heliport,42.28089904785156,-71.03730010986328,10,NA,US,US-MA,Quincy,no,,,4MA8,4MA8,,,
11535,4MA9,heliport,Broad Street Heliport,42.09091567993164,-72.58370208740234,60,NA,US,US-MA,Springfield,no,,,4MA9,4MA9,,,
345500,51MA,heliport,BSAS #2 Heliport,42.672583,-70.622083,40,NA,US,US-MA,Rockport,no,,,51MA,51MA,,,
332085,57MA,heliport,Nantucket Cottage Hospital Helipad,41.275778,-70.101833,38,NA,US,US-MA,Nantucket,no,,,57MA,57MA,,,
12177,58MA,heliport,Boston Scientific Marlboro Heliport,42.361698150634766,-71.50890350341797,390,NA,US,US-MA,Marlboro,no,,,58MA,58MA,,,
12283,5B6,small_airport,Falmouth Airpark,41.585602,-70.540398,43,NA,US,US-MA,Falmouth,no,,,5B6,5B6,,https://en.wikipedia.org/wiki/Falmouth_Airpark,
12469,5MA0,heliport,Federal Center Heliport,42.39649963378906,-71.21620178222656,220,NA,US,US-MA,Waltham,no,,,5MA0,5MA0,,,
12470,5MA2,heliport,Fuller House Heliport,41.553199768066406,-70.5509033203125,30,NA,US,US-MA,East Falmouth,no,,,5MA2,5MA2,,,
12471,5MA3,small_airport,Pasport Airport,42.187599182128906,-72.14309692382812,1010,NA,US,US-MA,West Brookfield,no,,,5MA3,5MA3,,,
12472,5MA4,heliport,Double A Heliport,41.92449951171875,-70.76969909667969,90,NA,US,US-MA,Carver,no,,,5MA4,5MA4,,,
12473,5MA5,heliport,Southend Farm Heliport,42.190101623535156,-71.356201171875,190,NA,US,US-MA,Millis,no,,,5MA5,5MA5,,,
12474,5MA6,heliport,St. Luke's Hospital Heliport,41.626568,-70.93863,123,NA,US,US-MA,New Bedford,no,,,5MA6,5MA6,,,
12475,5MA7,heliport,Cochituate Heliport,42.30839920043945,-71.38169860839844,210,NA,US,US-MA,Natick,no,,,5MA7,5MA7,,,
12476,5MA8,seaplane_base,South Pond Seaplane Base,42.00870132446289,-72.76260375976562,225,NA,US,US-MA,Southwick,no,,,5MA8,5MA8,,,
12783,60M,small_airport,Spencer Airport,42.290501,-71.964699,1040,NA,US,US-MA,Spencer,no,,,60M,60M,,https://en.wikipedia.org/wiki/Spencer_Airport,
12784,60MA,heliport,Grandview Farm Heliport,42.73429870605469,-70.86740112304688,11,NA,US,US-MA,Rowley,no,,,60MA,60MA,,,
602288,62MA,small_airport,Field of Dreams Airport,41.850158,-71.161148,78,NA,US,US-MA,North Dighton,no,,,62MA,62MA,,,
601550,66MA,heliport,Curt Heliport,42.488611,-72.220278,770,NA,US,US-MA,Petersham,no,,,66MA,66MA,,,
533658,69MA,heliport,Monson Heliport,42.071744,-72.321186,598,NA,US,US-MA,Monson,no,,,69MA,69MA,,,
13202,6B6,small_airport,Minute Man Air Field,42.460298,-71.519031,268,NA,US,US-MA,Stow,no,,MMN,K6B6,6B6,https://minutemanairfield.com/,https://en.wikipedia.org/wiki/Minute_Man_Air_Field,
13355,6MA0,seaplane_base,Lake Gardner Seaplane Base,42.86149978637695,-70.94339752197266,87,NA,US,US-MA,Amesbury,no,,,6MA0,6MA0,,https://en.wikipedia.org/wiki/Lake_Gardner_Seaplane_Base,
13356,6MA1,heliport,Nason Hill Heliport,42.205992,-71.378855,182,NA,US,US-MA,Sherborn,no,,,6MA1,6MA1,,,
13357,6MA2,small_airport,Meadowbrook Airport,42.86009979248047,-70.99659729003906,117,NA,US,US-MA,Amesbury,no,,,6MA2,6MA2,,,
13358,6MA3,heliport,Scibelli Heliport,42.06290054321289,-72.72450256347656,225,NA,US,US-MA,Southwick,no,,,6MA3,6MA3,,,
13359,6MA4,heliport,Ferncroft Village Heliport,42.5973014831543,-70.97029876708984,200,NA,US,US-MA,Middleton,no,,,6MA4,6MA4,,,
13360,6MA5,heliport,Baystate Medical Ctr Heliport,42.1220016479,-72.6008987427,100,NA,US,US-MA,Springfield,no,,,6MA5,6MA5,,,
13361,6MA6,heliport,Cotuit Heliport,41.617045,-70.44327,43,NA,US,US-MA,Cotuit,no,,,6MA6,6MA6,,,
13362,6MA7,heliport,Quantum (Shrewsbury) Heliport,42.27289962768555,-71.69259643554688,545,NA,US,US-MA,Shrewsbury,no,,,6MA7,6MA7,,,
13363,6MA8,seaplane_base,Acushnet River Seaplane Base,41.647300720214844,-70.9175033569336,,NA,US,US-MA,New Bedford,no,,,6MA8,6MA8,,,
13364,6MA9,seaplane_base,Cuttyhunk Harbor Seaplane Base,41.423199,-70.927298,0,NA,US,US-MA,Cuttyhunk,no,,,6MA9,6MA9,,,
13655,70MA,heliport,Tobey Hospital Heliport,41.755001068115234,-70.71389770507812,86,NA,US,US-MA,Wareham,no,,,70MA,70MA,,,
14213,7MA0,heliport,Digital (Boxboro) Heliport,42.49869918823242,-71.47760009765625,210,NA,US,US-MA,Boxborough,no,,,7MA0,7MA0,,,
14214,7MA1,heliport,Digital (Box 2) Heliport,42.49340057373047,-71.543701171875,265,NA,US,US-MA,Boxborough,no,,,7MA1,7MA1,,,
45469,7MA2,seaplane_base,Craig Cove Seaplane Base,41.780556,-70.947222,53,NA,US,US-MA,East Freetown,no,,,7MA2,7MA2,,,
45473,80MA,heliport,Tew Mac Heliport,42.5975,-71.205,92,NA,US,US-MA,Tewksbury,no,,,80MA,80MA,,,
45472,85MA,heliport,Lahey Hospital Heliport,42.484749,-71.201549,241,NA,US,US-MA,Burlington,no,,,85MA,85MA,,,
516628,87MA,heliport,Miara1 Helipad,42.533408,-71.134173,97,NA,US,US-MA,Wilmington,no,,,87MA,87MA,,,
316954,8MA4,small_airport,Crow Island Airport (Pvt),42.417222,-71.494444,185,NA,US,US-MA,Stow,no,,,8MA4,8MA4,http://www.crowislandairpark.com/,https://en.wikipedia.org/wiki/Crow_Island_Airport,
15354,92MA,heliport,Ames Heliport,42.63150024,-70.86509705,64,NA,US,US-MA,Hamilton,no,,,92MA,92MA,,,
15801,9MA8,heliport,Wayne West Heliport,41.8468017578125,-70.76090240478516,90,NA,US,US-MA,Carver,no,,,9MA8,9MA8,,,
18350,K0B5,small_airport,Turners Falls Airport,42.5914,-72.522797,356,NA,US,US-MA,Montague,no,,,K0B5,0B5,http://turnersfallsairport.com/,https://en.wikipedia.org/wiki/Turners_Falls_Airport,
18452,K1B2,small_airport,Katama Airpark,41.358299,-70.524399,18,NA,US,US-MA,Edgartown,no,,,1B2,1B2,,https://en.wikipedia.org/wiki/Katama_Airpark,
18453,K1B6,small_airport,Hopedale Industrial Park Airport,42.106499,-71.510101,269,NA,US,US-MA,Hopedale,no,,,K1B6,1B6,,https://en.wikipedia.org/wiki/Hopedale_Industrial_Park_Airport,
